Nome do Paiciente,Nome da Mãe,Data de Nascimento,CPF,CNS,CEP,Endereço,Número,Complemento,Bairro,Cidade,Estado
Simão Paz Paz,Irene Alves Cruz,07/05/1972,566.427.650-95,930242435821023,52319-895,Avenida Bonilha,744,Bloco C,Azevedo da Silva,Feliciano do Leste,PE
Carolina Amaral Delgado,Isabella Sandoval Amaral,08/04/2012,597.110.540-00,808086844899110,32280-854,Avenida Thales,137,Bloco A,Rocha Caldeira,Madeira do Norte,MT
Aline Ortega Serna,Kelly Salgado Salazar,15/01/2016,766.351.284-76,854013416209672,94482-086,Av. Serra,6,Apto 6354,Estrada Cordeiro,Padrão do Sul,RO
Karine Tamoio Galhardo,Tâmara Uchoa Oliveira,11/12/1996,056.282.281-09,915756728836364,94264-273,Avenida Marques,14,Fundos,Benites Medina,Martines do Sul,BA
Silvana Fernandes Zaragoça,Suzana Fidalgo Neves,31/12/2007,382.432.625-63,980251859514204,79442-445,Rua Zambrano,9970,Bloco B,Faro Vieira,Gabriela do Norte,RJ
Eduardo Dominato Ramires,Simone Gomes Medina,15/10/1982,268.796.108-62,889158671198059,74053-496,R. Rosana Torres,7,Apto 598,Ferraz Valdez,Valentina do Sul,MA
Benício de Oliveira Fonseca,Elaine Salgado Garcia,10/10/1974,452.561.189-86,701770819001720,22957-243,Av. Abgail Vieira,9,Fundos,Ávila Salazar,Fernanda do Sul,PE
Natal Carvalho Balestero,Mila Verdugo Lira,18/02/1976,783.583.608-43,725172512981508,56408-265,Largo Carla Zamana,3,Apto 7,Padilha Barreto,Inácio d'Oeste,AC
Fabrício Salazar Valente,Elizabeth Aguiar Matias,08/02/1985,334.351.447-00,747608321076985,21479-370,Largo Simone,29983,744º Andar,Lovato Queirós,Marta do Norte,AM
Lilian Galhardo Lourenço,Ellen Saito Valência,13/04/1984,993.562.449-87,744501739061278,14872-866,Avenida Ketlin Ortega,8,F,Guerra Queirós,Vila Franciele do Leste,PR
Sheila Rocha Paz,Antonieta de Aguiar Sepúlveda,18/03/1994,223.980.234-00,764595387595903,61836-611,Avenida Matos,80,Apto 9,Padilha Caldeira,Santa Leonardo do Norte,DF
Olívia Fontes Pena,Gisela Galvão Soto,05/10/1983,919.130.377-03,981518226779145,30017-221,Largo Tábata,314,Apto 7,Delgado Montenegro,Santacruz do Sul,MS
Ketlin Montenegro Paes,Vanessa Pedrosa Perez,21/01/2002,810.099.878-79,919614520473627,28774-510,Av. Nero,35097,Bloco A,Estrada Saraiva,Valdez do Norte,SC
Ellen Carrara Soares,Irene Romero Grego,21/12/1982,141.138.421-08,806560752711879,73177-380,R. Afonso,4333,370º Andar,Matos Rivera,Michelle do Sul,RN
Ítalo Valência Bezerra,Tâmara Matos Aguiar,18/10/2010,333.586.256-21,712349542528499,43195-869,Travessa Marcelo Zaragoça,15318,Apto 656,Pereira Quintana,Vale do Sul,AP
Mônica Pena Franco,Gisela Verdara Toledo,14/03/2008,943.611.649-75,712169345084123,91897-036,Largo Valéria,27461,Bloco A,Bonilha Feliciano,Porto Martinho d'Oeste,BA
Jerônimo Madeira Soares,Ayla Abreu Uchoa,24/08/2003,981.892.425-80,848627277989155,97626-141,Avenida Esteves,85606,Bloco A,Santacruz Caldeira,Santa Maiara d'Oeste,RN
Ícaro Santos Delgado,Rafaela Flores de Souza,18/04/2004,694.418.702-77,916201854438907,67561-706,Largo Faria,8212,Anexo,Aguiar Casanova,Gabriela do Leste,AM
Ronaldo Casanova Pena,Eliane Benez Santana,10/06/1989,714.546.556-66,736222075425861,06918-058,Rua Salazar,42,Apto 5,Furtado Santacruz,Marinho d'Oeste,RN
Inácio Amaral D'ávila,Yasmin Bittencourt Ferreira,20/03/1971,391.557.873-80,889722843114833,75166-001,Travessa Caio,2,Bc. 6 Ap. 93,Garcia Ortiz,Alonso do Norte,AL
Allan Marinho Feliciano,Ariana D'ávila Gonçalves,15/07/2020,605.443.134-02,787320899294763,40836-223,Largo Carvalho,84,Bloco A,Salas Sepúlveda,São Cristiano d'Oeste,AL
Thiago Reis Arruda,Abgail Batista Perez,30/11/1987,902.385.997-95,810711142527605,82467-394,Largo Olga Branco,6452,2º Andar,Saito Aguiar,Mariah do Leste,AC
Noa Paz Reis,Vitória Mendes Reis,01/10/1996,306.311.991-10,870416133348559,22637-369,Travessa Lozano,81038,Fundos,Leon Leal,Guerra do Leste,AL
Tâmara da Rosa Santacruz,Eva Rios Lutero,30/10/2015,854.306.945-92,764882349839625,69635-615,Travessa Franco,9585,Fundos,da Rosa Sales,Santa Michael,BA
José Mendes Saraiva,Tatiana Maldonado Galvão,06/07/2008,783.776.302-57,744664484177685,69049-534,Travessa Naiara Rodrigues,982,Bloco A,Delgado Marinho,Vila Carolina do Sul,MT
Vanessa Alves Beltrão,Clara Burgos Quintana,15/02/2021,450.817.918-57,827482915309387,71883-665,R. Benedito Lourenço,7817,Bc. 64 Ap. 48,Galhardo Reis,Martines do Norte,AM
Deivid Zambrano Valdez,Andréia Lira Pedrosa,23/11/1971,851.716.594-27,965651126606207,97252-456,Rua Rodrigues,4,5º Andar,Galindo Ferminiano,Nádia d'Oeste,MT
Roberto Valentin Ferminiano,Melissa Zamana Neves,01/05/1973,867.843.391-42,751876133401739,80669-619,Av. Emilly Ferreira,1222,F,Salas Prado,Pérola do Sul,RR
Eunice Alcantara Lutero,Micaela Uchoa Godói,17/08/1970,537.334.334-08,893347186887145,10096-059,Av. Rosa,6317,Bloco C,Quintana Bezerra,Vila Fábio do Leste,PA
Maurício Serra Lovato,Gabi Rodrigues de Arruda,21/09/1973,190.645.063-37,982764257379095,00241-951,Av. Simon,657,Bc. 78 Ap. 98,Queirós Santana,São Luiza,AL
Julieta Ramires Tamoio,Roberta Domingues Teles,24/04/2010,061.904.013-09,826068743548371,80847-645,Rua Marta Vega,91,Bloco C,Esteves Sanches,São Gean do Leste,PB
Júlio Franco Gomes,Lia Aragão Domingues,09/11/1989,033.524.969-86,906608682202280,50136-688,Largo Andréa,1863,Bloco A,Garcia Branco,Porto Leandro d'Oeste,RN
Cezar Ferreira Vasques,Maraisa Quintana Madeira,12/03/1995,077.441.973-30,828191781035806,07503-265,Av. Sandro,719,Fundos,Serrano Flores,Santa Bruno,CE
Emília Verdugo Lovato,Lara Pontes Lutero,07/02/2008,604.894.650-30,849943249970439,92556-538,Travessa Andressa Santacruz,5492,4º Andar,de Freitas Gusmão,Vila Elias,MG
Fernanda Medina Corona,Norma Soares Mendes,10/09/1972,830.997.606-25,901311276564476,36778-323,Avenida Fontes,9,Bloco A,Campos Tamoio,Benjamin do Norte,RO
Daniel Corona Corona,Luna Serna Carmona,01/08/1988,299.491.477-86,960020150590912,19753-953,Largo Cauan Aguiar,44,F,Arruda Zaragoça,Porto Fernanda do Sul,CE
Roberto Caldeira Rios,Paula Prado Padrão,18/07/1986,911.503.774-61,737632385519753,97341-745,R. Antonella da Silva,1,Bloco C,de Freitas Franco,Velasques do Leste,RR
Naomi Domingues Camacho,Emilly Ferreira Solano,21/03/1989,631.377.197-47,747364630577376,52446-530,Travessa Romero,2915,Bc. 8 Ap. 42,Vila Paz,Mary do Norte,SP
Olga Valdez Oliveira,Mila Pereira Leon,07/12/1989,042.256.806-65,701158051232846,46338-833,Largo Daniela Dominato,5199,Apto 6133,Fontes Marques,Vila Evandro do Leste,RS
Nayara Vega Valente,Tatiana Rico de Souza,15/09/1985,131.379.117-29,976834921391114,20057-510,Largo Mendonça,6575,Bloco A,Colaço Mendes,Porto Vitor do Norte,PB
Marta Verdara Velasques,Mariah Mendonça Espinoza,15/07/1980,005.193.051-08,707054564939906,58903-556,Av. Quintana,5531,Bloco C,Serrano Mendonça,São Andréia do Norte,MS
Marco Cruz Franco,Allison Grego Vega,23/03/2002,005.054.610-48,797896301513614,60130-172,Travessa Juliana Bittencourt,36,Bloco A,Rios Paes,Vila Nicole do Leste,AL
Arthur Romero das Dores,Verônica Zamana Meireles,13/02/1973,837.183.303-26,917024795694933,38660-048,Avenida Vila,895,Apto 36,Valdez Abreu,Montenegro d'Oeste,PB
Angélica Arruda Lira,Sheila Feliciano Burgos,07/10/2013,247.440.578-02,723609189408916,31876-773,R. Adriano Delatorre,7,Anexo,Amaral Delatorre,Talita d'Oeste,TO
Michelle Aranda Godói,Andressa Delvalle Flores,29/06/1990,875.891.874-45,746177655066142,60018-613,Travessa Matias,77,Apto 9,Saraiva Prado,Sanches do Norte,RS
Antonella Zambrano Sales,Maísa Soares Uchoa,06/03/2021,098.467.972-30,933057998115320,67970-956,Travessa Cordeiro,54,6º Andar,Valência da Cruz,Porto Gabriela do Norte,AM
Marcos Brito Salgado,Mia Prado Duarte,26/12/2019,154.294.404-00,947030807953990,82649-122,Avenida Galindo,6,063º Andar,Guerra Carrara,Sanches d'Oeste,SC
Guilherme de Arruda Arruda,Fátima Perez de Aguiar,04/01/2006,101.850.764-75,867245157037937,48102-997,Travessa Oliveira,8376,Bc. 93 Ap. 91,Galhardo Zamana,Gomes do Leste,MG
Maya de Arruda Campos,Fabiana Alves Marés,19/02/2018,469.894.780-47,976758830590712,69547-021,Travessa Zamana,4508,Anexo,Rangel Matos,Santos do Leste,PA
Elias Chaves Santacruz,Mariana Salazar Maia,25/07/2019,111.301.721-04,979446249502287,00499-846,R. Allan,35,Bloco B,Galvão Assunção,Samanta do Norte,SP
Josefina Grego Oliveira,Letícia Serrano Batista,18/06/1992,559.272.092-03,724421968719448,10857-940,Travessa Denise Ávila,54,Fundos,Benez Valente,Vila Josué,RO
Luis de Freitas Carmona,Lidiane Cruz Gusmão,07/04/1982,543.291.490-52,752649540502855,83105-795,Rua Giovana,2,Apto 467,Quintana Bonilha,Valência do Sul,PA
Fabiano Quintana Camacho,Daniela Urias Salazar,17/07/2016,801.135.973-80,788218552447408,61362-072,Largo Burgos,23404,F,Carmona Domingues,Maldonado do Leste,DF
Adriana de Arruda Rosa,Sara Prado Pontes,20/10/1987,503.564.639-40,981727478977828,83833-400,Largo Thiago,41906,Apto 909,Cordeiro Gonçalves,São Allison do Sul,PR
Tessália Abreu Beltrão,Ohana Reis Pacheco,24/02/1993,129.240.285-74,979914013241017,32580-489,Avenida Assunção,458,07º Andar,Soares Vasques,Benedito do Sul,RS
Lorena Vasques Saraiva,Raquel Ferreira Zamana,17/11/2017,567.984.550-42,730049529028187,87395-703,Av. Juliano,1,Apto 40,Colaço Lovato,São Rogério do Leste,SC
Benjamin Azevedo Camacho,Alice Barros Aguiar,29/05/2018,176.968.170-19,889232458381201,01389-312,Avenida Caroline,29,Bloco A,Dominato Molina,Fonseca do Leste,AM
Mirella Soto Santos,Emily Leal Molina,02/09/2015,690.604.990-93,913291952833520,91830-242,Avenida Lorena Rios,56429,Apto 7,Ramires Marin,Thaís do Norte,GO
Melissa Pena Padrão,Roberta Pontes Domingues,28/05/2002,542.096.706-50,820340588346066,36178-990,Rua Christian,87,Fundos,Sanches Teles,Vila Alonso,ES
Breno Ávila Lozano,Júlia de Oliveira Burgos,25/10/2015,717.880.030-55,717986962879610,95760-648,Travessa Antonella,18,Fundos,D'ávila Arruda,Henrique do Norte,DF
Laís Uchoa Urias,Analu Medina Garcia,07/11/2021,737.605.969-59,854925338497435,58492-932,Largo Roque,69,Fundos,Ávila Colaço,Ingrid do Leste,AL
William Sanches de Souza,Maria Delvalle Lourenço,12/05/1988,056.129.486-03,913705770463018,87944-234,Travessa Yuri,211,Bloco C,Matias Maldonado,Vieira d'Oeste,TO
Kelly Cervantes Aguiar,Andressa Faro Molina,14/10/1975,234.982.665-19,705116175051453,79412-016,Rua Flávio,8,Anexo,Souza Toledo,Vila Bella do Norte,CE
Nero Matos Ferminiano,Cristina Fonseca Bezerra,06/07/2016,903.800.049-92,835872072137698,66915-706,Rua Adriana,9,Bc. 6 Ap. 44,Faro Colaço,Vila Samuel do Leste,SE
Maximiano Mascarenhas Fernandes,Miranda Serrano Paes,01/04/2004,997.297.846-04,962911844568422,26358-724,Rua Daniella de Arruda,477,315º Andar,Santana Vieira,Santa Joaquin do Leste,SE
Cláudio Barros Amaral,Camila Dominato Casanova,03/10/1974,261.656.655-94,803926817092016,33048-450,R. Marcos Vega,65611,Bc. 24 Ap. 86,Carmona Perez,Leonardo do Sul,PR
Juliana Assunção Medina,Valéria da Silva Bezerra,16/01/2020,543.443.145-65,737507830573181,73889-596,Av. César,379,Bc. 31 Ap. 63,Zamana Maldonado,Allan do Norte,MT
Leonardo Serrano das Neves,Aline Flores Verdugo,09/02/2000,929.501.552-51,794617355524930,97308-883,Avenida Catarina Aguiar,22265,Apto 3841,da Cruz Uchoa,Aranda do Leste,AP
Maiara Valentin Fonseca,Suelen Flores Mendes,31/01/1981,424.748.608-00,988779344444859,30418-466,R. Carvalho,485,57º Andar,Camacho Vale,Suellen do Sul,AL
Matias Serra Abreu,Isis Verdara da Silva,13/01/2000,156.956.101-09,981107768914751,97057-634,Avenida da Cruz,4698,Anexo,Ferminiano da Silva,Santa Hernani do Leste,AM
Alana Prado Pena,Isabella Estrada Pereira,22/01/2023,219.178.621-99,889646579903764,32501-117,Travessa Cristiano Leon,24606,Bloco A,Casanova Lourenço,Vila Miguel,RR
Marco Jimenes Medina,Clarice Cruz Caldeira,03/05/1999,403.628.286-79,890488242845223,36803-717,R. Raphael Branco,4926,Bc. 26 Ap. 18,Vasques Estrada,Agustina d'Oeste,MA
Jorge Aranda Bittencourt,Camila Martines Galindo,15/09/2015,526.148.790-02,878841050773411,39320-353,R. Cristiana das Neves,66,Bc. 54 Ap. 86,Assunção Deverso,Vila Adriano do Sul,RR
Maurício Bonilha Lourenço,Daniela Ferreira Gusmão,01/07/1988,619.980.278-05,712060278769207,86766-159,Avenida Bittencourt,7434,Anexo,Carrara Lutero,Vila Edilson d'Oeste,MA
Bruno Lira Lourenço,Noelí Delatorre Colaço,20/11/1975,127.912.318-46,786483324518839,62647-399,Largo Leon,590,3º Andar,Meireles Lutero,São Diogo,ES
Noel Maldonado Assunção,Márcia Santos Serra,06/06/2000,023.090.056-90,781293361920476,10378-246,Av. Flor das Neves,38521,Apto 3,Bonilha Molina,Denise do Norte,RJ
Benjamin Maldonado Santacruz,Alexa Furtado Urias,25/08/2016,668.394.390-70,834693126059945,81375-324,Largo Bonilha,5236,Bc. 1 Ap. 10,Matos Furtado,Santa Luan,SE
Lorenzo Vieira Bonilha,Poliana Marinho das Dores,21/11/1993,178.847.273-07,799919484955504,55139-297,R. Sergio,448,Apto 181,Cordeiro Sepúlveda,Porto Bernardo,BA
Elis Ávila Godói,Anita Zambrano de Freitas,03/07/1971,746.657.691-50,717077572553752,86571-017,Av. Ícaro,4743,3º Andar,Lourenço Rezende,Santa Dayana,RS
Malena Salazar Ortiz,Eva Correia Aragão,19/02/1990,910.513.360-23,916251923189222,00984-484,Rua Cervantes,65,F,de Arruda Lovato,Santa Suellen,MG
Ricardo Delgado Matias,Naomi Abreu Cervantes,15/09/1982,458.308.852-39,710243597252575,06514-481,Travessa Barreto,6689,7º Andar,Barros Paes,Correia do Norte,GO
Vitor Padrão Burgos,Dayane Bonilha Medina,13/07/2007,004.709.740-01,738950863573022,79197-278,Rua Teobaldo Amaral,77964,Apto 613,Delatorre Alcantara,Cláudia do Norte,RO
Pietra Delvalle Serrano,Luara Lozano Marés,06/12/1970,479.594.188-29,947188883465868,15635-552,Av. Suelen,6,48º Andar,Mendes Uchoa,São Julieta do Norte,AP
Reinaldo Furtado Maia,Ester Lutero Azevedo,30/07/1973,275.329.342-25,839956559068623,18275-487,Travessa Nádia Benites,46,Apto 11,Tamoio Rico,Dener do Leste,SE
Rayane Uchoa Caldeira,Stella Salas Torres,07/03/2011,366.224.276-15,777755934906506,48742-125,Avenida Thalita Lutero,83885,Anexo,Soares Padrão,Santa Carolina,PR
Rogério Gil Feliciano,Stephanie Galhardo Serna,05/05/1976,684.425.379-61,782873826589701,19157-987,Largo Roberto,70938,Bloco A,Chaves Romero,São Mari,PR
Madalena Santos Abreu,Lavínia Balestero Reis,20/06/2000,672.332.338-61,827841916292939,80823-384,Rua Vieira,6688,Anexo,Mendes Azevedo,Porto Cristian,PI
Kelly Sales Leon,Márcia Bonilha Gusmão,16/12/2011,239.015.155-85,756806766092885,17795-824,Largo Furtado,285,Bc. 4 Ap. 92,Escobar de Arruda,Vila Murilo,RO
Madalena Rangel Teles,Paula Rios Assunção,27/01/1994,893.032.606-43,790512828763507,32999-018,Largo Naiara,9,2º Andar,Ortega Galvão,Vila Norma do Norte,RJ
Guilherme Mendes da Cruz,Sara Rodrigues Sales,06/02/2016,505.845.798-96,729196499785980,11741-014,Travessa Natal Cruz,38376,Bc. 5 Ap. 37,Ramires Lovato,Santa Pérola do Norte,DF
Gean Montenegro Grego,Thalita Aranda Medina,06/11/1984,627.939.411-58,771880466434231,09993-967,Rua Natal Ávila,524,Anexo,Oliveira Urias,Porto Lívia d'Oeste,DF
Giovana Ferraz Serra,Ariane Faro Ortiz,15/09/1984,005.703.627-68,840302065878751,42281-920,R. Wesley,99193,Apto 25,Jimenes Fernandes,Ferminiano d'Oeste,SC
Valentina Valente Lourenço,Catarina Zambrano Mendes,18/12/2012,219.695.937-50,815026649843090,56590-352,Travessa Nayara Bonilha,5,Bc. 28 Ap. 02,Deverso Fontes,Adriano do Norte,RN
Regina Fonseca Leal,Débora Carmona Roque,09/07/1989,241.693.861-40,845007750972006,00074-339,Largo Domingues,46020,Fundos,Sandoval Benez,Santa Mauro,MG
Erik Bonilha Torres,Lorena Alcantara Soares,26/04/1998,467.374.556-62,918579329670267,57922-985,R. Tamoio,6109,Bloco C,Carmona Leal,São Lúcia,GO
